"","x"
"1",0.165926598653388
"2",0.232175753535265
"3",0.180884641056521
"4",0.189597205791979
"5",-0.00990663786202195
"6",0.234453859872193
"7",0.954950509723032
"8",0.438273505983165
"9",0.295581849221696
"10",0.280021332449149
"11",0.324757574041724
"12",0.207354765756802
"13",-0.071858079238133
"14",0.253151617301512
"15",0.12906430209938
"16",-0.111995340387167
"17",0.272456465641346
"18",0.241289839685973
"19",0.118713656045061
"20",0.292566944142097
"21",0.286158939751482
"22",0.33750143961576
"23",0.0646848725947877
"24",0.440806233990683
"25",0.10260086991303
"26",-0.0127023180369678
"27",-0.00172686504897121
"28",0.0179961307745035
"29",0.0418763241079756
"30",-0.021913149633638
"31",0.322454025974331
"32",0.349810397195252
"33",0.219740605258474
"34",0.181687888527884
"35",-0.313494645391539
"36",-0.463893385622867
"37",-0.649573472666749
"38",-0.367403073449662
"39",0.308860083135273
"40",0.00986186933279598
"41",0.378051544243626
"42",0.38662460689898
"43",0.143179209263885
"44",0.522011925446719
"45",0.102609029293608
"46",0.263045681633126
"47",0.310987569159799
"48",0.167949965584274
"49",0.102566027561656
"50",0.161100548283331
"51",0.150777643130382
"52",0.139377495838665
"53",0.154571936387337
"54",0.226245847744241
"55",0.21428303359002
"56",0.192540614808764
"57",0.635115429320952
"58",0.674779333513292
"59",0.976495124745289
"60",0.20778978736498
"61",0.00709934992353778
"62",0.21197115796781
"63",0.0204006728862963
"64",0.242736263885592
"65",0.52728027464381
"66",0.00905481986558154
"67",0.478353778427957
"68",1.14340107712162
"69",0.582473518955639
"70",0.593159342248178
"71",0.714028448456621
"72",0.290622164703789
"73",0.17002201575552
"74",-0.0388158308676436
"75",0.132266794913537
"76",0.287239646729149
"77",0.343296360097876
"78",-0.0205842036316906
"79",0.266017349118186
"80",0.273986960893828
"81",0.391150949677337
"82",0.231235270960024
"83",-0.10747009571002
"84",-0.248407262648775
"85",0.0249704025659882
"86",0.0772682976581885
"87",-0.189451658782691
"88",0.151034314552829
"89",0.520969522406563
"90",0.506511364010395
"91",0.179740360231209
"92",0.387007320921759
"93",0.0625246126857786
"94",0.332013086955707
"95",0.249207665374621
"96",0.204219042658914
"97",0.406257906795536
"98",0.052135749667772
"99",0.133020786279677
"100",0.213955288720348
"101",0.26991976208495
"102",0.242678367201223
"103",0.386687020901828
"104",0.311837778918541
"105",0.334270548865171
"106",0.277224133665378
"107",0.215932130128402
"108",0.300299095218522
"109",-0.253972129929473
"110",0.27381721243387
"111",1.35110146567512
"112",0.334209658659511
"113",0.429076293256723
"114",0.30219319918486
"115",-0.0066828623337612
"116",0.221222364141866
"117",-0.00588970129387834
"118",0.00573396280704891
"119",-0.0570813112164803
"120",0.103870057639613
"121",-0.0826870355078564
"122",-0.00371998396893963
"123",-0.0758474681954442
"124",0.0554477699256876
"125",0.275745850799646
"126",0.383517422114747
"127",0.316583886836969
"128",-0.0677456120296498
"129",-0.0444259951420128
"130",0.106542230130534
"131",0.235883323039007
"132",0.0136497031056705
"133",0.224944008791627
"134",0.340413885714984
"135",0.352757896432682
"136",0.127416509054963
"137",0.151080366170354
"138",0.534080784640247
"139",0.400922740951101
"140",0.22343839260248
"141",0.0135387404144346
"142",0.217383088929848
"143",-0.265624476134927
"144",0.0890475302959194
"145",0.832011077536865
"146",0.330027927717103
"147",0.077154660403019
"148",0.269260965333795
"149",0.284418868989779
"150",0.0867417604417441
"151",0.304577198192582
"152",0.379197578153636
"153",0.141007597633915
"154",0.194499248285424
"155",0.0337781547990188
"156",0.0990652337452992
"157",0.626708491760598
"158",0.119744822893985
"159",0.36908121371692
"160",0.209552590821443
"161",0.535760689047735
"162",0.271423984214326
"163",-0.125748469761245
"164",-0.109367792109526
"165",-0.076628225759638
"166",-0.0824163378603595
"167",-0.105328331704314
"168",0.117737569185824
"169",0.0839351260523602
"170",-0.167182765160263
"171",-0.148153146055475
"172",-0.0155843813841728
"173",-0.00508063079124163
"174",-0.198353968393299
"175",0.276939487656734
"176",-0.0759181764535496
"177",0.105360391538325
"178",0.377112960196788
"179",0.585536618383147
"180",-0.445231869431637
"181",0.287968980751043
"182",-0.208050566048966
"183",-0.65680129332223
"184",0.0528649894349007
"185",-0.282846484806211
"186",0.767691476326676
"187",0.84886217613782
"188",0.242244044600688
"189",0.0920889876325062
"190",-0.0882285887394587
"191",0.533795541863704
"192",0.398544508219791
"193",0.155490778292743
"194",0.179622465966899
"195",-0.147510477208998
"196",0.672394378177486
"197",0.623624989124752
"198",0.785499042677144
"199",0.227314660533735
"200",0.269210904937393
"201",0.0307108322860252
"202",-0.0169488517942435
"203",0.579257363246511
"204",0.592137710972194
"205",-0.0115442118408435
"206",0.103630152385702
"207",0.0618112148455535
"208",0.158696614849221
"209",0.204807072628049
"210",0.919090092336329
"211",-0.364916323382228
"212",0.416984169027289
"213",-0.913241073872433
"214",0.0489500835546464
"215",0.142003995384396
"216",0.584283485473969
"217",0.734135094961294
"218",-0.523551114076186
"219",-0.822557726449455
"220",0.31988279122725
"221",0.327765972767116
"222",0.433977712017712
"223",0.402027678674127
"224",0.294090989285438
"225",0.287148176048604
"226",0.185243084857227
"227",6.22674420770989
"228",0.0110938442672888
"229",-1.88385839381621
"230",-0.31901780449756
"231",0.303562837279331
"232",0.0609279649985813
"233",0.104062346158966
"234",0.459309463937666
"235",0.47771613479128
"236",-0.429273736594014
"237",-0.00369811271297293
"238",0.198164737665011
"239",0.240023198002603
"240",0.203832754276917
"241",0.0211689222661372
"242",0.139710780176073
"243",0.0891856355660639
"244",0.131383906464653
"245",0.22109615900081
"246",0.271444549736365
"247",0.226364959817365
"248",0.32119662027231
"249",0.153447512664735
"250",0.284730391456782
"251",0.370565932273683
"252",-0.212655980123084
"253",0.180603180620308
"254",-0.407202334806374
"255",-0.309013514376831
"256",0.143299067789729
"257",0.147303335583103
"258",-0.24160907595234
"259",0.0726667282200634
"260",-0.198202383791504
"261",-0.166218663717329
