"","x"
"1",-0.399159179511244
"2",-0.277004777739924
"3",0.370635750460521
"4",-0.611717283582339
"5",-0.68956174970562
"6",-0.403182528163783
"7",-0.0669341997953325
"8",-2.11460448568788
"9",-2.38609650116668
"10",-2.32671064088309
"11",-2.20225057826542
"12",-2.5890474619454
"13",-2.02262053598044
"14",-2.20696352164637
"15",-2.35026963520861
"16",-2.64429428583091
"17",-2.18228099846818
"18",-2.180954374691
"19",-1.83613441949802
"20",2.16340702893658
"21",0.364921210900589
"22",-0.712145669234712
"23",0.441184465417265
"24",0.459587574925567
"25",1.22858002794909
"26",0.53126173616512
"27",-1.20245594716321
"28",0.0169756337767604
"29",-0.0981112732125644
"30",0.0413279221809313
"31",0.397890748289013
"32",-2.10449073351097
"33",0.515383630243968
"34",0.800619185983053
"35",-0.163398853951362
"36",-1.08347063343004
"37",-0.975066527239554
"38",-0.542154412817555
"39",0.411629051610976
"40",0.459808141382
"41",0.867124560283401
"42",0.196896442700186
"43",-2.47677077410969
"44",-1.42910234028628
"45",1.99748191250365
"46",-1.98191420475345
"47",1.31922034572738
"48",-0.805226489446241
"49",-0.0414872059656068
"50",0.857503277513655
"51",0.330031147691849
"52",-1.00948595601478
"53",-0.359381201177746
"54",-0.324202369327338
"55",-0.331463818635133
"56",-0.0959668806265395
"57",-0.246562602993362
"58",-0.524446250769636
"59",1.72879577555056
"60",0.75541276494593
"61",-1.84104600823319
"62",-0.0844394472429255
"63",-0.330844553306133
"64",-0.185518894390089
"65",0.31606282578776
"66",0.461513115217328
"67",0.122359233994503
"68",0.217081885731252
"69",-0.109030835213494
"70",0.0786721038394755
"71",-0.100183644091969
"72",-0.0920119510445259
"73",-0.314119832965469
"74",0.793311923828821
"75",0.56745291779659
"76",0.383708731136323
"77",0.405525661865878
"78",0.039598281278274
"79",0.0255809389830665
"80",-1.35894351927538
"81",-0.522401463094163
"82",1.58160503320458
"83",-1.66973822034431
"84",-0.199680550254858
"85",-1.47258452775274
"86",-0.782359238468906
"87",-0.709752750653106
"88",1.00882407796924
"89",0.788660374814875
"90",0.191341085462988
"91",-0.589429640399896
"92",0.229900264623368
"93",-0.67835515828341
"94",-0.336041944006779
"95",1.88888575177413
"96",0.277110479092702
"97",-2.7380415272279
"98",-0.356554390862365
"99",-4.15101372662924
"100",-2.23002018453551
"101",-1.80193547614118
"102",-2.34027923594413
"103",-1.51119122048862
"104",-2.31153842376116
"105",-2.02048851650963
"106",-1.84290930371986
"107",-2.62288636399949
"108",-1.87358527787949
"109",3.37352331710317
"110",1.32778028419219
"111",-1.4986671194971
"112",-0.421184506863385
"113",-0.159215171721728
"114",0.769126419322297
"115",1.0374093599481
"116",0.524524625272009
"117",0.327466114235634
"118",0.540229106923801
"119",-1.56352567862394
"120",-0.190505388969803
"121",1.65501661566392
"122",-1.23914776813636
"123",1.42946401374633
"124",0.816081211212483
"125",0.382784660090134
"126",0.671341046623902
"127",0.483116867103793
"128",-1.50690793741271
"129",-0.335543422109072
"130",0.215210160307958
"131",1.85843830742675
"132",0.235937962088837
"133",-1.46613209250084
"134",-1.13509734690081
"135",2.72034899371242
"136",0.88161844010297
"137",0.442375784939471
"138",-2.46505277873753
"139",1.63267969573804
"140",-0.825274977681717
"141",-0.58573318994819
"142",-0.462235187187096
"143",1.2721406261233
"144",-0.711578295778741
"145",0.104233060602693
"146",1.93977882061763
"147",0.993801340630048
"148",0.00383839456885701
"149",0.212031783618659
"150",0.66070694658701
"151",0.408047399163455
"152",0.664248867415378
"153",0.679019420210081
"154",-0.206424616685848
"155",0.200141255097597
"156",0.20351656973682
"157",1.34412501813606
"158",-1.34189757647651
"159",-0.0343647655544509
"160",-0.212735653121687
"161",-0.212899282086858
"162",1.8987545473016
"163",0.638976147476421
"164",0.544408404187759
"165",0.415574822341402
"166",0.520597832081129
"167",0.560147176509964
"168",0.485057940397468
"169",0.492971982326715
"170",0.630656266884106
"171",0.370607417150999
"172",-1.03278757667959
"173",0.0875937406784845
"174",1.81324973952208
"175",0.80052366106922
"176",0.429995137863018
"177",0.633890043694129
"178",0.625059456343147
"179",0.392176332791869
"180",0.160917305961074
"181",0.384519100727572
